name_1,name_2,prediction,token_set_ratio,label,error
law offices of richard b fields,law office of richard davis,0.4884642,0.83,0.0,False
incredible,incredable,0.9998436,0.9,1.0,False
sorcerer,sorceror,0.90186226,0.88,1.0,False
more,omre,0.9995229,0.75,1.0,False
publisher,publissher,0.99654555,0.95,1.0,False
florida hospital association,florida psychological association,0.09528117,0.82,0.0,False
lexmark international,hallmark international,0.0217534,0.88,0.0,False
thomas jordan inc,jd thomas inc,0.00026899914,0.87,0.0,False
american red cross,damar resources inc,0.070624575,0.43,0.0,False
conditions of,conditionsof,0.99974054,0.96,1.0,False
jose m sanchiz,jose miguel sanchiz marti,0.99753976,0.92,1.0,False
international association of fire fighters,int l association of fire fighters,0.5387177,0.9,1.0,False
jeff higginson,jeffrey l higginson,0.9960894,0.85,1.0,False
association of california life and health insurance companies,association of ca life and health insurance companies,0.98463273,0.97,1.0,False
university,univesity,0.999051,0.95,1.0,False
visa inc,vasn inc,0.012582817,0.75,0.0,False
substance,substace,0.999723,0.94,1.0,False
naive,naieve,0.99746674,0.91,1.0,False
kraco enterprises inc,enterprise snorac inc,0.0017698085,0.86,0.0,False
philosophy,philisophy,0.99902683,0.9,1.0,False
boc group inc,salco group inc,0.0017207618,0.82,0.0,False
trust,tust,0.99998134,0.89,1.0,False
pat tiberi,david tibbs,0.00040504988,0.48,0.0,False
desirable,desireable,0.9997167,0.95,1.0,False
american muslim council,american communities llc,0.01845342,0.6,0.0,False
detroit police officers association,stl poslice officers association,0.027598614,0.81,0.0,False
robert c bobby scott,robert scott,0.96044207,1.0,1.0,False
interchangeable,interchangable,0.998937,0.97,1.0,False
natso inc,saxtons inc,0.072932586,0.6,0.0,False
diamonds,diamons,0.99674654,0.93,1.0,False
meike albrecht,meike klettke,0.77291054,0.67,1.0,False
decrees,decress,0.9843879,0.86,1.0,False
comedic,commedic,0.9998275,0.93,1.0,False
severely,severly,0.9997192,0.93,1.0,False
portrayed,protrayed,0.9998668,0.89,1.0,False
mental health association,total health associates,0.017393308,0.79,0.0,False
management,managment,0.9968004,0.95,1.0,False
drake homes inc,aed inc,0.00096390635,0.6,0.0,False
talley industries inc,willamette industries inc,0.003222668,0.8,0.0,False
took,toke,0.99806124,0.75,1.0,False
credence,creedence,0.99966973,0.94,1.0,False
basie von solms,sebastiaan h von solms,0.60151315,0.76,1.0,False
scott rigell,robert scott,0.21122895,0.67,0.0,False
grateful,greatful,0.9965613,0.88,1.0,False
atheistic,atheistical,0.80542666,0.9,1.0,False
favourable,favoutrable,0.99945706,0.95,1.0,False
fact,fatc,0.98235136,0.75,1.0,False
concerned citizens for clean water,concerned citizens for water,0.66425806,1.0,1.0,False
clearing house association llc,clearing house association,0.50004596,1.0,1.0,False
north carolina cattlemens association,national cal cont association,0.0010055518,0.58,0.0,False
clairol inc,alticore inc,0.04158905,0.52,0.0,False
discovered,dicovered,0.99889785,0.95,1.0,False
surprising,surprizing,0.9993416,0.9,1.0,False
reference,referenece,0.9995399,0.95,1.0,False
neighbourhood,neigbourhood,0.9984754,0.96,1.0,False
explanation,explaination,0.9971661,0.96,1.0,False
national jury project,aetna intl corp,0.00066757714,0.22,0.0,False
gary peters,mike rogers,0.5420106,0.36,0.0,True
american international group inc,american internatl group,0.46779948,0.86,1.0,True
accused,acccused,0.999671,0.93,1.0,False
predecessor,precedessor,0.99687326,0.82,1.0,False
screen actors guild,curico rentals,0.0006603522,0.36,0.0,False
sophisticated,suphisticated,0.98804635,0.92,1.0,False
economic,ecomonic,0.99943,0.75,1.0,False
millennia,milennia,0.99207175,0.94,1.0,False
jose maria cavero,jose maria cavero barca,0.9647877,1.0,1.0,False
aesthetic,asthetic,0.98855406,0.94,1.0,False
correspondents,corrispondants,0.94396496,0.86,1.0,False
bob brady,brendan boyle,0.32209682,0.55,0.0,False
cook group incorporated,roi group incorporated,0.10576563,0.9,0.0,False
american angus association,michigan manufacturers association,0.02252594,0.63,0.0,False
usefully,usefuly,0.99995387,0.93,1.0,False
originally,orginally,0.99935985,0.95,1.0,False
believed,beleived,0.9997136,0.88,1.0,False
betty sutton,tim ryan,0.39675832,0.1,0.0,False
li weigang,weigang li,0.4268318,1.0,1.0,True
beautiful,beatiful,0.9912711,0.94,1.0,False
confidentially,confidentally,0.99551296,0.96,1.0,False
sargent sowell inc,sj lawrence consulting,0.011845277,0.25,0.0,False
macromedia inc,macdiarmid co,0.13499624,0.59,0.0,False
adopt,addopt,0.9997631,0.91,1.0,False
prestigious,presitgious,0.9907964,0.91,1.0,False
restaurant,resaurant,0.9944066,0.95,1.0,False
oak industries inc,arkla industries inc,0.00022945115,0.89,0.0,False
mcdermott incorporated,temtec incorporated,0.15001072,0.77,0.0,False
california association of health facilities,california association of health facilities pac cahfpac,0.7569312,1.0,1.0,False
even though,eventhough,0.99988824,0.95,1.0,False
federally,fedreally,0.9989944,0.89,1.0,False
schouten usa inc,us south inc,0.026463035,0.79,0.0,False
sbc communications inc,robinson communications inc,0.0030709524,0.9,0.0,False
consciousness,consiciousness,0.98428786,0.96,1.0,False
clairol inc,laborde clinic,0.012040279,0.4,0.0,False
santiago melia,santiago melia beigbeder,0.9695154,1.0,1.0,False
immediately,immediatley,0.9970587,0.91,1.0,False
consequently,consequentually,0.9744173,0.89,1.0,False
model,modle,0.99970293,0.8,1.0,False
acquires,adquires,0.9997549,0.88,1.0,False
article,artice,0.9999459,0.92,1.0,False
controlled,controled,0.999588,0.95,1.0,False
prevalent,prevelant,0.9985436,0.78,1.0,False
agilent technologies inc,title technologies inc,0.0005716616,0.87,0.0,False
terri a sewell,terri sewell,0.9972609,1.0,1.0,False
insectivorous,insectiverous,0.9948931,0.92,1.0,False
rich nugent,ted yoho,0.4793787,0.32,0.0,False
possible,possibile,0.96941274,0.94,1.0,False
avco corporation,proac corporation,0.011964757,0.85,0.0,False
juan zi li,juanzi li,0.9998669,0.95,1.0,False
rush holt,rush d holt jr,0.9913395,1.0,1.0,False
michael emmerich,michael t m emmerich,0.91633,1.0,1.0,False
storage technology corporation,exodus technology corporation,0.00035327353,0.86,0.0,False
emre telatar,i emre telatar,0.9775732,1.0,1.0,False
sovereignty,soverignty,0.9880443,0.95,1.0,False
id software llc,hdl software llc,0.93782073,0.9,0.0,True
resolute management,eastern management,0.014283001,0.81,0.0,False
metropolitan opera association,metropolitan orthopedic associates,0.6150404,0.78,0.0,True
angelika kotz dittrich,angelika m kotz,0.8583736,0.93,1.0,False
rembrandt ip management llc,crm rental management,0.0004860191,0.67,0.0,False
bo cheng charles lai,bo cheng lai,0.905736,1.0,1.0,False
ohio school superintendents association,georgia school superintendents association,0.0012919215,0.93,0.0,False
spontaneous,spontanous,0.98441464,0.95,1.0,False
sheraton international inc,hoffman international inc,0.00091792556,0.82,0.0,False
manville corporation,hillhaven corporation,0.007033129,0.78,0.0,False
diphthong,dipthong,0.9986921,0.94,1.0,False
definition,definiton,0.9986953,0.95,1.0,False
variety,vriety,0.9989548,0.92,1.0,False
xavier alaman,xavier alaman roldan,0.9959613,1.0,1.0,False
culminating,culiminating,0.9989144,0.96,1.0,False
independent bankers association of texas,independant bankers association of texas,0.66169775,0.98,1.0,False
libertarian party of washington,libertarian party of iowa,0.2637004,0.89,0.0,False
year,yearm,0.99823827,0.89,1.0,False
madison paper industries,madison paper industry,0.80275106,0.91,1.0,False
takes,tkaes,0.9976487,0.8,1.0,False
maintained,mantained,0.9994754,0.95,1.0,False
emanuel cleaver ii,emanuel cleaver,0.83219993,1.0,1.0,False
tim bell,timothy c bell,0.77486265,0.73,1.0,False
genitalia,genialia,0.933078,0.94,1.0,False
chengxiang zhai,chengxiang zhai,0.9857583,1.0,1.0,False
home builders association of new york,home builders association of northern vt,0.03181803,0.86,0.0,False
houston political action committee,oncor policital action committee,0.090030394,0.82,0.0,False
restaurant,resturaunt,0.99493283,0.9,1.0,False
playwright,playright,0.9973841,0.95,1.0,False
griffin corporation,perini corporation,0.0014400677,0.81,0.0,False
territory,territoy,0.9998975,0.94,1.0,False
timmy eap,ty mey eap,0.99823755,0.63,1.0,False
sabre group inc,masters group inc,0.0020375322,0.75,0.0,False
vanco beverage inc,ace beverage inc,0.00015217255,0.88,0.0,False
connection,conection,0.9954871,0.95,1.0,False
gurusamy mohan,mohan gurusamy,0.35459155,1.0,1.0,True
infact,fantastic fish,0.001090013,0.3,0.0,False
aerials,aeriels,0.99990976,0.86,1.0,False
unitarian universalist service committee,toni d johnson chavis inc,0.030466493,0.22,0.0,False
agreement,aggreement,0.999087,0.95,1.0,False
personality,perosnality,0.99359655,0.91,1.0,False
matthias broecheler,matthias brocheler,0.75314164,0.97,1.0,False
futures industry association,future industry association,0.30795538,0.98,1.0,True
educational resource center,hwanghaedo association of greater washington,0.0624767,0.31,0.0,False
illness,illess,0.9999854,0.92,1.0,False
daniels and associates inc,stanfield associates inc,0.0009541016,0.8,0.0,False
bu sung lee,francis bu sung lee,0.97866845,1.0,1.0,False
sprint corp,pros inc,0.0060561327,0.42,0.0,False
homart development co,gorman development co,0.27622083,0.86,0.0,False
time,timne,0.9963992,0.89,1.0,False
ici americas inc,crs america inc,0.024145909,0.77,0.0,False
bijendra n jain,bijendra nath jain,0.99023414,0.93,1.0,False
reelected,relected,0.9993902,0.94,1.0,False
j a armario,jose andres armario,0.9895016,0.78,1.0,False
association of florida community developers,assoc of florida community developers inc,0.5991462,0.93,1.0,False
definite,definit,0.9867956,0.93,1.0,False
premonstratensians,premonasterians,0.8885962,0.79,1.0,False
bay tankers inc,rak inc,0.007487917,0.6,0.0,False
trout unlimited inc,shotcrete unlimited inc,0.2710594,0.81,0.0,False
brendan f boyle,brendan boyle,0.9997407,1.0,1.0,False
categorized,catagorized,0.99911034,0.91,1.0,False
divide,devide,0.99958974,0.83,1.0,False
major county sheriffs association,broome county sheriffs association,0.007189948,0.9,0.0,False
southern echo,southern coach,0.8292827,0.81,0.0,True
whole,hwole,0.99966,0.8,1.0,False
population,popoulation,0.9390495,0.95,1.0,False
arranged,aranged,0.9851893,0.93,1.0,False
dba international,global international,0.008912158,0.87,0.0,False
janos makowsky,johann a makowsky,0.92004555,0.77,1.0,False
bill keating,william keating,0.22771828,0.81,1.0,True
peninsula,pensinula,0.99236757,0.89,1.0,False
intel co,lipten co,0.9743907,0.71,0.0,True
prison law office,harrison law office,0.022876652,0.89,0.0,False
california psychological association,louisiana psychological association,0.0111132115,0.85,0.0,False
aspira association,iberia principals association,0.014540608,0.76,0.0,False
cetus corporation,stutex corporation,0.015813833,0.8,0.0,False
apex marine corp,pine acres manor,0.19666712,0.56,0.0,False
new york state bar association,new york state bankers association,0.08349388,0.94,0.0,False
utility workers union of america,utility workers union of american cope,0.7787239,0.91,1.0,False
exhibition,exibition,0.99872226,0.95,1.0,False
macdermid inc,emc inc,0.003281947,0.6,0.0,False
sidereal,sideral,0.9952109,0.93,1.0,False
fleetguard inc,uc aft,0.0023541176,0.4,0.0,False
donna f edwards,donna edwards,0.996955,1.0,1.0,False
gsb associates inc,j b associates inc,0.0052415435,0.89,0.0,False
becky grasser,rebecca grasser,0.760895,0.79,1.0,False
reformist,refromist,0.9990644,0.89,1.0,False
forfeit,forfiet,0.9999603,0.86,1.0,False
independent insurance agents of louisiana,independant insurance agents of va,0.4857402,0.85,0.0,False
industry,inudstry,0.99949306,0.88,1.0,False
cintas corp,tasco inc,0.001399877,0.7,0.0,False
authority,autority,0.9999917,0.94,1.0,False
troubles,toubles,0.9998275,0.93,1.0,False
volume,volumne,0.99244136,0.92,1.0,False
colorado bar association,colorado tavern association,0.093084574,0.91,1.0,True
prima corporation,kra corporation,0.011030781,0.88,0.0,False
crane co,oscar mclane,0.016298363,0.4,0.0,False
eliminated,eleminated,0.99973273,0.9,1.0,False
american club,cumbre inc,0.36978805,0.35,0.0,False
accused,accussed,0.9996863,0.93,1.0,False
segal company,ingels company,0.13199326,0.7,0.0,False
worrell enterprises inc,barcelo enterprises inc,5.155028e-07,0.83,0.0,False
immediately,immidately,0.99905634,0.86,1.0,False
slate gorup,beals group,0.00018614304,0.36,0.0,False
tele communications inc,weltner communications,0.16915561,0.8,0.0,False
institutions,insitutions,0.99925905,0.96,1.0,False
laborers international union of north america,labors international union of america,0.77161044,0.9,1.0,False
hypocrisy,hypocricy,0.9833172,0.89,1.0,False
ohio home builders association,tn homebuilders association,0.02933986,0.74,0.0,False
mathematics,mathematicas,0.9952433,0.96,1.0,False
elementary,elementay,0.997129,0.95,1.0,False
square d company,fadrique company,0.000579979,0.75,0.0,False
amongst,amoungst,0.99996465,0.93,1.0,False
fw fitch inc,hfc inc,0.006674294,0.63,0.0,False
william lacy clay jr,wm lacy clay,0.9358493,0.86,1.0,False
oscar romero,oscar romero moral,0.94916344,1.0,1.0,False
us catholic mission association,san bernardino county taxpayers for traffic relief,0.005354141,0.22,0.0,False
atlantic legal foundation,atlanta latino inc,0.03511136,0.6,0.0,False
joerg zumbach,jorg zumbach,0.99133134,0.96,1.0,False
prohibition,prohabition,0.98589724,0.91,1.0,False
clearword communications group,ace communications group,0.0017949536,0.91,0.0,False
earthlink inc,racelink inc,0.0053023826,0.72,0.0,False
law office of alan b exelrod,law office of brad bole,0.7386133,0.75,0.0,True
fissionable,fisionable,0.99945885,0.95,1.0,False
caring,careing,0.9978375,0.92,1.0,False
sidereal,sedereal,0.99787813,0.88,1.0,False
frank k hwang,frank kwang ming hwang,0.9997452,0.92,1.0,False
bananas,banannas,0.9900243,0.93,1.0,False
decision,descision,0.9735348,0.94,1.0,False
bas luttik,s p luttik,0.9281004,0.8,1.0,False
azzam f taktak,azzam fouad george taktak,0.99971205,0.92,1.0,False
referring,reffering,0.9982596,0.89,1.0,False
warnaco inc,oceantrawl inc,0.017786253,0.43,0.0,False
liberty alliance,itel inc,0.0004956708,0.42,0.0,False
allstate enterprises inc,tea enterprises inc,0.00063525577,0.88,0.0,False
fulfilled,fufilled,0.99915284,0.94,1.0,False
attorney,atorney,0.9999889,0.93,1.0,False
national rifle association,national beer association,0.06230529,0.89,0.0,False
little,littel,0.998925,0.83,1.0,False
professor,profesor,0.99878186,0.94,1.0,False
committing,comitting,0.9997077,0.95,1.0,False
before,bedore,0.9996228,0.83,1.0,False
accommodation,accomadation,0.9648541,0.88,1.0,False
unbelievable,unbeleivable,0.9994518,0.92,1.0,False
instruments,intruments,0.9982352,0.95,1.0,False
fundamental,fundametal,0.99826944,0.95,1.0,False
dan burton,luke messer,0.008785763,0.19,0.0,False
louisiana hospital association,hospital association,0.014455568,1.0,0.0,False
jewellery,jewllery,0.9977589,0.94,1.0,False
colonnade,collonade,0.999906,0.89,1.0,False
shee atika incorporated,htie incorporated,0.0016995798,0.83,0.0,False
alcohol,alchol,0.9998578,0.92,1.0,False
haitian,hatian,0.9986247,0.92,1.0,False
mille lacs band of ojibwe,lacs band of gibwe mille,0.00480698,0.94,0.0,False
implementing,implamenting,0.9990158,0.92,1.0,False
oregon education association,oregon state education association,0.13404042,1.0,1.0,True
candidate,candadate,0.9991626,0.89,1.0,False
publisher,publisger,0.9994283,0.89,1.0,False
giuseppe,guiseppe,0.9997256,0.88,1.0,False
ibs manufacturing company,belden manufacturing company,0.011191448,0.91,0.0,False
repentant,repentent,0.99538577,0.89,1.0,False
unsuccessful,unsuccessfull,0.95404756,0.96,1.0,False
abortifacient,abortificant,0.9984546,0.8,1.0,False
